prey_class,prey_order,prey_family,prey_sp,prey_age_reported_1,life_stage,vert_habitat,horz_habitat,diel_migrant,diel_migrant_cat,refuge,refuge_cat,season_migrant,season_cat,gregarious_primary,l_max,body_shape,b_shape_r,eye_body_r,standard_total,phys_defense,transparent,col_disrupt,silver,countershade,energy_density,percent_protein,percent_lipid,maxFO,maxN,maxM,maxTL,trophic_level,fisheries_status
Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,none,juvenile,demersal,continental shelf,0,diel_no,1,refuge_yes,0,season_no,solitary,20,depressiform,3.216387855,0.050948247,0.816510145,0,0,1,0,0,2.7235,12.89625,0.877333333,0,0,0,0,NA,none
Cephalopoda,Oegopsida,Gonatidae,Gonatus californiensis,juvenile,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,schooling,NA,fusiform,7.640983722,0.031042057,0.596464035,0,0,1,0,0,NA,NA,NA,0,0,0,0.12,NA,none
Cephalopoda,Oegopsida,Gonatidae,Gonatus pyros,juvenile,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,schooling,NA,fusiform,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0.1,0,NA,none
Actinopterygii,Perciformes,Labridae,Halichoeres nicholsi,none,juvenile,demersal,reef-associated,0,diel_no,1,refuge_yes,0,season_no,shoaling,NA,fusiform,3.419799473,0.02773241,0.796787526,1,0,1,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Stomiiformes,Stomiidae,Melanostomias valdiviae,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,solitary,NA,elongated,8.47931829,0.019883779,0.915505537,0,0,1,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,none,juvenile,demersal,continental shelf,1,diel_yes,1,refuge_yes,1,season_yes,shoaling,38,depressiform,3.336068562,0.048621825,0.828591255,0,0,1,0,0,3.145,12.96,2.717466667,0,0,0,0,NA,none
Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,none,juvenile,epipelagic,coastal,1,diel_yes,0,refuge_no,1,season_yes,schooling,35.4,fusiform,5.095998001,0.039138038,0.808512338,1,0,0,1,1,4.964673804,17.02,4.1412,0,0,0,0,NA,none
Actinopterygii,Stomiiformes,Stomiidae,Photonectes margarita,none,larva,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,schooling,NA,elongated,11.72641176,0.023131961,0.782583978,0,1,0,0,0,NA,NA,NA,0,0,0,0,NA,none
Malacostraca,Amphipoda,Platyscelidae,Platyscelus armatus,none,adult,epipelagic,continental shelf,1,diel_yes,0,refuge_no,NA,season_NA,schooling,1.6,globiform,3.103864038,0.109729688,0.8557401,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,none,adult,benthic,continental shelf,0,diel_no,1,refuge_yes,1,season_yes,shoaling,15,elongated,5.616909135,0.053408122,0.793358591,1,0,1,0,0,NA,NA,NA,0,0,0,0,3.369999886,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes aleutianus,juvenile,juvenile,demersal,continental shelf,NA,diel_UN,1,refuge_yes,1,season_yes,shoaling,47,fusiform,3.448131673,0.066079419,0.816623069,1,0,0,0,0,NA,NA,NA,0,0,0,1.18,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes helvomaculatus,juvenile,juvenile,demersal,continental shelf,NA,diel_UN,1,refuge_yes,0,season_no,shoaling,23,fusiform,3.677181216,0.088718804,0.812776152,1,0,1,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes maliger,juvenile,juvenile,epipelagic,reef-associated,NA,diel_UN,1,refuge_yes,1,season_yes,solitary,31,fusiform,2.558477149,0.128268693,1.470791208,1,0,1,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes miniatus,juvenile,juvenile,demersal,reef-associated,NA,diel_UN,1,refuge_yes,0,season_no,shoaling,37,fusiform,3.159851394,0.064794245,0.785346652,1,0,1,0,0,NA,NA,NA,0,0,0,0.99,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes zacentrus,juvenile,juvenile,demersal,continental shelf,1,diel_yes,1,refuge_yes,0,season_no,shoaling,25,fusiform,3.505020833,0.08331972,0.819017039,1,0,1,0,0,NA,NA,NA,0,0,0,1.93,NA,none
Actinopterygii,Perciformes,Bramidae,Taractes asper,none,juvenile,epipelagic,oceanic,NA,diel_UN,0,refuge_no,1,season_yes,NA,17.8,compressiform,3.211832023,0.078379851,0.730010083,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Lampriformes,Trachipteridae,Trachipterus trachypterus,none,juvenile,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,solitary,180,eel-like,7.871537475,0.024314069,0.867575305,0,1,1,1,0,NA,NA,NA,0,0,0,0,NA,none
