"StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatName","LocatLatitude","LocatLongitude","MonthRange","YearEnd","stomachs_used","pred_life","pred_life_est","pred_age","pred_age_est","pred_flmean","pred_flmean_se","pred_flmean_est","pred_flmin","pred_flmax","pred_flest","est_note","est_ref","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","prey_age_reported_2","prey_age_use","Include","FO","pFOuse","N","pN","Total Mass (g)","pM","maxl_use","maxl_type","gape_lmax","gape_height_limit","b_shape_r","eye_body_r","standard_total","maxtl_use","measure","l_adult","l_juve","l_larva","larva_adult","juve_adult","larva_adult_u","juve_adult_u","larva_adult_use","juve_adult_use","prey_length","prey_frac","prey_proba","life_stage"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","none",NA,"0","Yes",84,44.9,336,13.4,0,0,0,"NO",7.38732,6.28564,5.51448267771059,0.0376700668718009,0.665533340197078,0,"l_max",55.5945100947813,37.5638581721496,0.525894014410094,0.945945945945947,67.5675675675677,2.2162814988902,47.6527614571093,0.945945945945947,67.5675675675677,7.38732,13.2878587964991,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","adult",NA,"3","Yes",37,19.8,374,13,0,0,0,"NO",7.38732,6.28564,10.5898904840173,0.0600867421253654,0.839843473229237,0,"l_max",2.5,NA,NA,NA,NA,13.2277038321486,48.8211077844311,13.2277038321486,48.8211077844311,2.5,100,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","none",NA,"0","Yes",68,36.4,324,11.3,0,0,0,"NO",7.38732,6.28564,5.28057889844523,0.050754532481781,0.458302808973147,0,"l_max",17.4557079803295,6.54589049262357,1.15644065369683,6.625,37.5,21.8839285714285,59.0277777777778,6.625,37.5,7.38732,42.3203688347939,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","juvenile","adult","2","Yes",44,23.5,291,10.1,0,0,40,"TL",7.38732,6.28564,5.94195536299165,0.0507285341763106,0.851299405873863,40,"l_max",29.1319362246502,11.2768785385743,4.69869939107262,16.1290322580645,38.7096774193549,12.2660925374482,48.3115500472468,16.1290322580645,38.7096774193549,4,13.7306355786107,"larva","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",85,45.5,265,9.2,0,0,0,"NO",7.38732,6.28564,8.49401274727012,0.0318175447821097,0.893821207124173,0,"l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75,7.5,38.375,10,56.75,7.38732,16.5073581995314,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Gonatidae","Gonatus steenstrupi","none",NA,"0","Yes",44,23.5,101,3.5,0,0,0,"NO",7.38732,6.28564,3.95210978472899,0.105027091930819,0.604021279577028,0,"l_max",24.8335621726836,NA,NA,NA,NA,4.76705851619644,66.6666666666665,4.76705851619644,66.6666666666665,7.38732,29.7473231936331,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","none",NA,"0","Yes",33,17.6,63,2.2,0,0,0,"NO",7.38732,6.28564,4.32859419033216,0.0725712424899676,0.459915021510759,0,"l_max",43.4862943469485,NA,NA,NA,NA,7.21716900528456,46.6657905243552,7.21716900528456,46.6657905243552,7.38732,16.9876971835343,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","none",NA,"0","Yes",11,5.9,32,1.1,0,0,0,"NO",7.38732,6.28564,3.87529859015112,0.0493375085547272,0.862962955258983,0,"l_max",16,4,1.52,9.5,25,9.5,35.9090909090909,9.5,25,7.38732,46.17075,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Myopsida","Loliginidae","Doryteuthis opalescens","none",NA,"0","Yes",19,10.2,31,1.1,0,0,0,"NO",7.38732,6.28564,6.31686347314711,0.0786422429115184,0.652230196750622,0,"l_max",29.1308192945636,10.7324071085234,2.29980152325502,7.89473684210526,36.8421052631578,11.0902255639098,36.9924812030075,7.89473684210526,36.8421052631578,7.38732,25.3591219845252,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis dentata","none",NA,"0","Yes",9,4.8,25,0.9,0,0,0,"NO",7.38732,6.28564,8.08153378039053,0.0694964323312668,0.607161656334074,0,"l_max",11.8584563515954,NA,NA,NA,NA,7.21716900528456,46.6657905243552,7.21716900528456,46.6657905243552,7.38732,62.29579787597,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","none",NA,"0","Yes",16,8.6,19,0.7,0,0,0,"NO",7.38732,6.28564,4.32431861565924,0.0367497032079742,0.328540792686309,0,"l_max",96,NA,NA,NA,NA,7.21716900528456,46.6657905243552,7.21716900528456,46.6657905243552,7.38732,7.695125,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","none",NA,"0","Yes",6,3.2,13,0.5,0,0,0,"NO",7.38732,6.28564,5.14564093986688,0.0392537136292672,0.828784243988898,0,"l_max",36.8008926583896,5.62269376354411,3.37844260470462,9.18032786885246,15.2786885245901,5.26583961010191,21.1528577758086,9.18032786885246,15.2786885245901,7.38732,20.0737522009969,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","none",NA,"0","Yes",10,5.3,13,0.5,0,0,0,"NO",7.38732,6.28564,7.59702024743419,0.0114076278052255,0.573442471067685,0,"l_max",401.086441281138,12.2069786476868,1.48227597864769,0.369565217391306,3.04347826086956,2.2162814988902,47.6527614571093,0.369565217391306,3.04347826086956,7.38732,1.84182740668162,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","none",NA,"0","Yes",8,4.3,11,0.4,0,0,0,"NO",7.38732,6.28564,5.1341670180892,0.0655478664524842,0.820391900815025,0,"l_max",12.7,5,2.64507730737492,20.8273803730309,39.3700787401575,17.3397107607587,55.0321262222587,20.8273803730309,39.3700787401575,7.38732,58.167874015748,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","none",NA,"0","Yes",7,3.7,12,0.4,0,0,0,"NO",7.38732,6.28564,9.83547149398581,0.0422720553722116,0.880734167039143,0,"l_max",63.5833173002259,11.0135388895034,3.97395733126412,6.25,17.3214285714285,10.9322069467605,36.0741393203333,6.25,17.3214285714285,7.38732,11.6183305836636,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Octopoda","Octopodidae","Octopus bimaculatus","juvenile",NA,"2","Yes",5,2.8,10,0.3,0,0,0,"NO",7.38732,6.28564,4.44408165922352,0.0544349539609095,0.269818757528046,0,"l_max",61,18,NA,NA,29.5081967213115,10.0026455026455,46.1230809263596,10.0026455026455,29.5081967213115,7.38732,12.1103606557377,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","none",NA,"0","Yes",5,2.7,5,0.2,0,0,0,"NO",7.38732,6.28564,3.9392883880448,0.119638551907306,0.812920599191495,0,"l_max",4.55149002704557,NA,1.84519865961307,40.5405405405406,NA,17.3397107607587,55.0321262222587,40.5405405405406,55.0321262222587,4.55149002704557,100,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus mizolepis bispinosus","none",NA,"0","Yes",5,2.7,5,0.2,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",NA,NA,NA,NA,NA,9.5,35.9090909090909,9.5,35.9090909090909,NA,NA,NA,"adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis californiana","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,1.39463756201212,0.0853750685578265,0.792700772696385,0,"l_max",10.0920804867994,NA,NA,NA,NA,9.02460995505148,31.7196364549059,9.02460995505148,31.7196364549059,7.38732,73.1991784019433,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","none",NA,"0","Yes",1,0.5,2,0.1,0,0,0,"NO",7.38732,6.28564,5.53218303463821,0.059529623388583,0.828798376516937,0,"l_max",8,4.5,1.45,18.125,56.25,18.125,56.25,18.125,56.25,7.38732,92.3415,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,1.63579611964388,0.121914176842539,0.73707954798368,0,"l_max",7.46188117014716,3.52743473497866,1.53307740404842,20.5454545454546,47.2727272727273,24.7947748227462,42.8309830230011,20.5454545454546,47.2727272727273,7.38732,99.0007724801963,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,5.7750810354473,0.0596396598199934,0.840212201732717,0,"l_max",7.5,4.5,2.14231594862342,28.5642126483123,60,17.3397107607587,55.0321262222587,28.5642126483123,60,7.38732,98.4976,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","none",NA,"0","Yes",2,1.1,2,0.1,0,0,0,"NO",7.38732,6.28564,5.15876325040132,0.0696944354281764,0.778387809129909,0,"l_max",11.4,5.5,1.37,12.0175438596491,48.2456140350877,17.3397107607587,55.0321262222587,12.0175438596491,48.2456140350877,7.38732,64.801052631579,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,5.21753816670108,0.0420774393121144,0.834909500490982,0,"l_max",14.3728152487703,NA,2.03614882690913,14.1666666666667,NA,17.3397107607587,55.0321262222587,14.1666666666667,55.0321262222587,7.38732,51.3978637597254,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","adult",NA,"3","Yes",3,1.6,4,0.1,0,0,0,"NO",7.38732,6.28564,2.74890108810733,0.0766958234643479,0.881384669985547,0,"l_max",13,1.45,0.72,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,7.38732,56.8255384615385,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","none",NA,"0","Yes",3,1.6,3,0.1,0,0,0,"NO",7.38732,6.28564,5.64555456520043,0.0655351293399513,0.781457705446176,0,"l_max",13,6.5,2.3033876145252,17.7183662655785,50,17.3397107607587,55.0321262222587,17.7183662655785,50,7.38732,56.8255384615385,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis heteropsis","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,6.0745063541683,0.06554227211486,0.330543034986048,0,"l_max",39.9342857142858,16.6392857142857,NA,NA,41.6666666666665,6.84210526315788,36.5530303030302,6.84210526315788,41.6666666666665,7.38732,18.4986907061601,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,8.63390629331855,0.0230372481335795,0.913341896122662,0,"l_max",16,NA,2.7372006152494,17.1075038453087,NA,17.1075038453087,45.5147864184009,17.1075038453087,45.5147864184009,7.38732,46.17075,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",17.4,2,NA,NA,11.4942528735632,9.02460995505148,16.4137931034483,9.02460995505148,11.4942528735632,7.38732,42.4558620689655,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Actinopterygii","Perciformes","Embiotocidae","Cymatogaster aggregata","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,3.15000114304272,0.0738456376905071,0.796069697673337,0,"l_max",20.3,5,NA,NA,24.6305418719212,4.87857020853057,24.6305418719212,4.87857020853057,24.6305418719212,7.38732,36.3907389162562,"adult","adult"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,4.15852949529725,0.0516419598155347,0.414939715660567,0,"l_max",30,NA,6.02497159381358,20.0832386460453,NA,20.0832386460453,43.519846336253,20.0832386460453,43.519846336253,7.38732,24.6244,"juvenile","juvenile"
"Pinkas1971","Pinkas et al.","1971.0","N Pacific","NE Pacific","Southern California (Region 1)",32,-119.5,"Jul–Sep",1969,"200","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",52.2,93.2,"Measured: study reported FL range",NA,"Pinkas et al. (1971)","Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","none",NA,"0","Yes",1,0.5,1,0.1,0,0,0,"NO",7.38732,6.28564,6.12184249318679,0.0326599143341147,0.583018236731316,0,"l_max",400,29.7,1.02912732775546,0.257281831938865,7.425,3.48893481394648,42.6926652457553,0.257281831938865,7.425,7.38732,1.84683,"juvenile","juvenile"
"Pusineri2005","Pusineri et al.","2005.0","N Atlantic","NE Atlantic","Bay of Biscay",45,-17.5,"Jun–Sep",1993,"27","juvenile","Estimated: paper reported age estimate","2–3 yo","Estimated: paper reported age estimate",72.9,NA,"Estimated: synthesis effort estimated from ICCAT data and reported FL range for this study",53,93,"Measured: study reported FL range",NA,"Pusineri et al. (2005); Santiago et al. (2014) for age, based on N Atlantic growth curve","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","none",NA,"0","Yes",0,46,0,78.5,0,0,62,"SL",7.75767,6.39634,5.03513221969598,0.0826074375229732,0.83924115783412,73.8762624083012,"l_max",8,2.9,2.32352760800302,29.0440951000377,36.25,24.7947748227462,42.8309830230011,29.0440951000377,36.25,7.38762624083012,92.3453280103765,"adult","adult"
